reaction_id,section,step,reaction_class,named_reaction,reaction_smiles,resolved/total,reactants,reactant_smiles,products,product_smiles,origins
Example 5_Alkoxide Preparation,Example 5,Alkoxide Preparation,salt_formation,,OCC(F)(F)F.[H-].[K+]>>[K+].[O-]CC(F)(F)F,3/3,"2,2,2-trifluoroethanol; potassium hydride",OCC(F)(F)F; [H-].[K+],"potassium 2,2,2-trifluoroethoxide",[K+].[O-]CC(F)(F)F,name_parsed
Example 5_Step 2,Example 5,Step 2,nucleophilic_substitution,Williamson ether synthesis,[K+].[O-]CC(F)(F)F.C1CCOC1.CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,6/6,"potassium 2,2,2-trifluoroethoxide; tetrahydrofuran; potassium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; water; hydrochloric acid",[K+].[O-]CC(F)(F)F; C1CCOC1; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+]; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 6_Step 1,Example 6,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl.[K+].[OH-].CC(C)(C)O>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+],4/4,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; potassium hydroxide; tert-butanol,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; [K+].[OH-]; CC(C)(C)O,potassium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+],name_parsed; patent_drawing
Example 6_Step 2,Example 6,Step 2,nucleophilic_substitution,Williamson ether synthesis,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+].OCC(F)(F)F.[K+].[OH-].CN(C)C=O>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,5/5,"potassium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; 2,2,2-trifluoroethanol; potassium hydroxide; N,N-dimethylformamide",CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+]; OCC(F)(F)F; [K+].[OH-]; CN(C)C=O,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 7_Step 1,Example 7,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl.CC(C)(C)[O-].[Na+].CC(C)(C)O>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],4/4,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; sodium tert-butoxide; tert-butanol,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; CC(C)(C)[O-].[Na+]; CC(C)(C)O,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],name_parsed; patent_drawing
Example 7_Step 2,Example 7,Step 2,nucleophilic_substitution,Williamson ether synthesis,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].OCC(F)(F)F.CC(C)(C)[O-].[Na+].C1CCOC1>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,5/5,"sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; 2,2,2-trifluoroethanol; sodium tert-butoxide; tetrahydrofuran",CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; OCC(F)(F)F; CC(C)(C)[O-].[Na+]; C1CCOC1,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 8_Step 1,Example 8,Step 1,hydrolysis,,CC(C)(C)O.CC(C)(C)[O-].[K+].COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+],4/4,tert-butanol; potassium tert-butoxide; methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CC(C)(C)O; CC(C)(C)[O-].[K+]; COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,potassium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+],name_parsed; patent_drawing
Example 8_Step 2,Example 8,Step 2,salt_formation,,OCC(F)(F)F.[K]>>[K+].[O-]CC(F)(F)F,3/3,"2,2,2-trifluoroethanol; potassium metal",OCC(F)(F)F; [K],"potassium 2,2,2-trifluoroethoxide",[K+].[O-]CC(F)(F)F,curated; name_parsed
Example 8_Step 3,Example 8,Step 3,nucleophilic_substitution,Williamson ether synthesis,[K+].[O-]CC(F)(F)F.CC#N.CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,6/6,"potassium 2,2,2-trifluoroethoxide; acetonitrile; potassium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; water; hydrochloric acid",[K+].[O-]CC(F)(F)F; CC#N; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+]; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 9_Step 1,Example 9,Step 1,hydrolysis,,CCCC(C)(C)O.[H-].[Na+].COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],4/4,2-methyl-2-pentanol; sodium hydride; methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CCCC(C)(C)O; [H-].[Na+]; COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],name_parsed; patent_drawing
Example 9_Step 2,Example 9,Step 2,nucleophilic_substitution,Williamson ether synthesis,CN(C)C=O.OCC(F)(F)F.[Na+].[OH-].CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].Cl.O>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,7/7,"N,N-dimethylformamide; 2,2,2-trifluoroethanol; sodium hydroxide; sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; hydrochloric acid; water",CN(C)C=O; OCC(F)(F)F; [Na+].[OH-]; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; Cl; O,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Summary of the Invention_Step 1,Summary of the Invention,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl.[Na+].[OH-].[K+].[OH-].CC(C)(C)[O-].[Na+].CC(C)(C)[O-].[K+].[H-].[Na+].[H-].[K+].[Na].[K].CC(C)(C)O.CCC(C)(C)O.CCCC(C)(C)O.O>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr,14/14,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; sodium hydroxide; potassium hydroxide; sodium tert-butoxide; potassium tert-butoxide; sodium hydride; potassium hydride; sodium metal; potassium metal; tert-butanol; tert-amyl alcohol; 2-methyl-2-pentanol; water,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; [Na+].[OH-]; [K+].[OH-]; CC(C)(C)[O-].[Na+]; CC(C)(C)[O-].[K+]; [H-].[Na+]; [H-].[K+]; [Na]; [K]; CC(C)(C)O; CCC(C)(C)O; CCCC(C)(C)O; O,2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate salt,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr,curated; name_parsed; patent_drawing
Summary of the Invention_Step 2,Summary of the Invention,Step 2,nucleophilic_substitution,Williamson ether synthesis,,14/15,"2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate salt; 2,2,2-trifluoroethanol; tetrahydrofurfuryl alcohol; sodium hydroxide; potassium hydroxide; sodium tert-butoxide; potassium tert-butoxide; sodium hydride; potassium hydride; acetonitrile; N,N-dimethylformamide; dimethyl sulfoxide; tetrahydrofuran; water",CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr; OCC(F)(F)F; OCC1CCCO1; [Na+].[OH-]; [K+].[OH-]; CC(C)(C)[O-].[Na+]; CC(C)(C)[O-].[K+]; [H-].[Na+]; [H-].[K+]; CC#N; CN(C)C=O; CS(C)=O; C1CCOC1; O,2-chloro-3-(alkoxymethyl)-4-(methanesulfonyl)benzoic acid,,name_parsed; none
