reaction_id,section,step,reaction_class,named_reaction,reaction_smiles,resolved/total,reactants,reactant_smiles,products,product_smiles,origins
Examples 2-9_Step 3,Examples 2-9,Step 3,recrystallisation,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.C1COCCO1>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,3/3,tembotrione; dioxan,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; C1COCCO1,tembotrione crystalline form A,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Examples 2-9_Step 4,Examples 2-9,Step 4,recrystallisation,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.C1CCOC1>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,3/3,tembotrione; tetrahydrofuran,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; C1CCOC1,tembotrione crystalline form A,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Examples 2-9_Step 5,Examples 2-9,Step 5,recrystallisation,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CCC(C)=O>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,3/3,tembotrione; methyl ethyl ketone,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CCC(C)=O,tembotrione crystalline form A,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Examples 2-9_Step 6,Examples 2-9,Step 6,recrystallisation,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.c1ccncc1>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,3/3,tembotrione; pyridine,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; c1ccncc1,tembotrione crystalline form A,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Examples 2-9_Step 7,Examples 2-9,Step 7,recrystallisation,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CS(C)=O>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,3/3,tembotrione; dimethyl sulfoxide,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(C)=O,tembotrione crystalline form A,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Examples 2-9_Step 8,Examples 2-9,Step 8,recrystallisation,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.C[N+](=O)[O-]>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,3/3,tembotrione; nitromethane,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; C[N+](=O)[O-],tembotrione crystalline form A,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Formulation Examples I to X_Step 1,Formulation Examples I to X,Step 1,formulation,,,4/7,tembotrione crystalline form A; tembotrione crystalline form C; sodium salt of diisobutylnaphthalenesulfonic acid; sodium salt of a ligninsulfonic acid from a sulfite waste liquor; silica gel,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ; ; ,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,none; patent_drawing
Formulation Examples I to X_Step 2,Formulation Examples I to X,Step 2,formulation,,,4/5,tembotrione crystalline form A; tembotrione crystalline form C; kaolin,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,none; patent_drawing
Formulation Examples I to X_Step 3,Formulation Examples I to X,Step 3,formulation,,,4/8,tembotrione crystalline form A; tembotrione crystalline form C; calcium salt of dodecylbenzenesulfonic acid; fatty alcohol polyglycol ether; sodium salt of a phenolsulfonic acid urea formaldehyde condensate; paraffinic mineral oil,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ; ; ; ,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,none; patent_drawing
Formulation Examples I to X_Step 4,Formulation Examples I to X,Step 4,formulation,,,4/7,tembotrione crystalline form A; tembotrione crystalline form C; dispersants; wetting agents; paraffinic mineral oil,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ; ; ,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,none; patent_drawing
Formulation Examples I to X_Step 5,Formulation Examples I to X,Step 5,formulation,,,6/10,tembotrione crystalline form A; tembotrione crystalline form C; poly(ethylene glycol) (propylene glycol) block copolymer; phenolsulfonic acid formaldehyde condensate; thickeners; foam suppressants; propylene glycol; water,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ; ; ; ; CC(O)CO; O,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Formulation Examples I to X_Step 6,Formulation Examples I to X,Step 6,formulation,,,5/7,tembotrione crystalline form A; tembotrione crystalline form C; dispersants; wetting agents; water,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ; ; O,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Formulation Examples I to X_Step 7,Formulation Examples I to X,Step 7,formulation,,,4/6,tembotrione crystalline form A; tembotrione crystalline form C; dispersants; wetting agents,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ; ,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,none; patent_drawing
Formulation Examples I to X_Step 8,Formulation Examples I to X,Step 8,formulation,,,4/7,tembotrione crystalline form A; tembotrione crystalline form B; dispersants; wetting agents; silica gel,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ; ; ,tembotrione crystalline form A; tembotrione crystalline form B,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,none; patent_drawing
Formulation Examples I to X_Step 9,Formulation Examples I to X,Step 9,formulation,,,5/8,tembotrione crystalline form A; tembotrione crystalline form C; dispersants; gelling agent; water; organic solvent,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ; ; O; ,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Formulation Examples I to X_Step 10,Formulation Examples I to X,Step 10,formulation,,,4/5,tembotrione crystalline form A; tembotrione crystalline form C; carriers,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; ,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,none; patent_drawing
Preparation of Form B (Not According to the Invention)_Step 1,Preparation of Form B (Not According to the Invention),Step 1,other,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CCCCCO.CC(C)(C)CO.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,5/5,"tembotrione; n-pentanol; 2,2-dimethylpropanol; tembotrione crystalline form A",CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CCCCCO; CC(C)(C)CO; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,tembotrione,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Preparation of Form B (Not According to the Invention)_Step 2,Preparation of Form B (Not According to the Invention),Step 2,recrystallisation,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CCCCCO.CC(C)(C)CO.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,5/5,"tembotrione; n-pentanol; 2,2-dimethylpropanol; tembotrione crystalline form A",CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CCCCCO; CC(C)(C)CO; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,tembotrione crystalline form B,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Process for Form A_Step 1,Process for Form A,Step 1,other,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.C1CCOC1.C1COCCO1.CC#N.CO.C[N+](=O)[O-].CC(=O)O.CCC(C)=O.c1ccncc1.CS(C)=O>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,13/13,tembotrione; tembotrione crystalline form B; tembotrione crystalline form C; tetrahydrofuran; dioxan; acetonitrile; methanol; nitromethane; acetic acid; methyl ethyl ketone; pyridine; dimethyl sulfoxide,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; C1CCOC1; C1COCCO1; CC#N; CO; C[N+](=O)[O-]; CC(=O)O; CCC(C)=O; c1ccncc1; CS(C)=O,tembotrione,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Process for Form A_Step 2,Process for Form A,Step 2,recrystallisation,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.C1CCOC1.C1COCCO1.CC#N.CO.C[N+](=O)[O-].CC(=O)O.CCC(C)=O.c1ccncc1.CS(C)=O.CCCCC.CCCCCC.C1CCCC1.C1CCCCC1.CCCC(C)C.CCCCCCC.C1CCCCCC1.CCCCCCCC.CCCCCCCCCC.O.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,22/22,tembotrione; tetrahydrofuran; dioxan; acetonitrile; methanol; nitromethane; acetic acid; methyl ethyl ketone; pyridine; dimethyl sulfoxide; pentane; hexane; cyclopentane; cyclohexane; isohexane; heptane; cycloheptane; octane; decane; water; tembotrione crystalline form A,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; C1CCOC1; C1COCCO1; CC#N; CO; C[N+](=O)[O-]; CC(=O)O; CCC(C)=O; c1ccncc1; CS(C)=O; CCCCC; CCCCCC; C1CCCC1; C1CCCCC1; CCCC(C)C; CCCCCCC; C1CCCCCC1; CCCCCCCC; CCCCCCCCCC; O; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,tembotrione crystalline form A,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Process for Form C_Step 1,Process for Form C,Step 1,other,,,19/21,"tembotrione; tembotrione crystalline form A; tembotrione crystalline form B; 2,2-dimethylpropanol; toluene; xylenes; mesitylene; cumene; ethylbenzene; ethyltoluenes; m-cymene; p-cymene; n-hexane; n-heptane; n-octane; cyclopentane; cyclohexane; methylcyclohexane; cycloheptane; cyclooctane",CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CC(C)(C)CO; Cc1ccccc1; ; Cc1cc(C)cc(C)c1; CC(C)c1ccccc1; CCc1ccccc1; ; Cc1cccc(C(C)C)c1; Cc1ccc(C(C)C)cc1; CCCCCC; CCCCCCC; CCCCCCCC; C1CCCC1; C1CCCCC1; CC1CCCCC1; C1CCCCCC1; C1CCCCCCC1,tembotrione,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Process for Form C_Step 2,Process for Form C,Step 2,recrystallisation,,,18/20,"tembotrione; 2,2-dimethylpropanol; toluene; xylenes; mesitylene; cumene; ethylbenzene; ethyltoluenes; m-cymene; p-cymene; n-hexane; n-heptane; n-octane; cyclopentane; cyclohexane; methylcyclohexane; cycloheptane; cyclooctane; tembotrione crystalline form C",CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CC(C)(C)CO; Cc1ccccc1; ; Cc1cc(C)cc(C)c1; CC(C)c1ccccc1; CCc1ccccc1; ; Cc1cccc(C(C)C)c1; Cc1ccc(C(C)C)cc1; CCCCCC; CCCCCCC; CCCCCCCC; C1CCCC1; C1CCCCC1; CC1CCCCC1; C1CCCCCC1; C1CCCCCCC1; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Stability Studies on the Modifications_Step 1,Stability Studies on the Modifications,Step 1,other,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CO.O.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,7/7,tembotrione; methanol; water; tembotrione crystalline form A; tembotrione crystalline form B; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CO; O; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,tembotrione crystalline form A,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Stability Studies on the Modifications_Step 2,Stability Studies on the Modifications,Step 2,other,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CO.O.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,7/7,tembotrione; methanol; water; tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CO; O; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,tembotrione crystalline form A; tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Stability Studies on the Modifications_Step 3,Stability Studies on the Modifications,Step 3,other,,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F.CO.O.CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,5/5,tembotrione; methanol; water; tembotrione crystalline form B,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F; CO; O; CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,tembotrione crystalline form C,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
